Topic,Words,Frequency,Timestamp
55,"climate, weather, seismic, assimilation, precipitation",720,2025-12-04 20:24:00.000
56,"turbulence, turbulent, convection, vortex, waves",531,2025-12-04 20:24:00.000
57,"transformers, attention, transformer, vision, vision transformers",796,2025-12-04 20:24:00.000
58,"uav, aerial, drone, uavs, swarm",635,2025-12-04 20:24:00.000
59,"texttoimage, editing, video generation, video, image generation",935,2025-12-04 20:24:00.000
60,"groups, subgroups, finite, finite groups, abelian groups",472,2025-12-04 20:24:00.000
61,"blockchain, smart, contracts, smart contracts, fraud",381,2025-12-04 20:24:00.000
62,"privacy, private, differentially private, differentially, differential privacy",509,2025-12-04 20:24:00.000
63,"games, game, nash, mean field, equilibria",511,2025-12-04 20:24:00.000
64,"brownian, brownian motion, sdes, stochastic differential, equations",420,2025-12-04 20:24:00.000
65,"codes, decoding, polar, constructions, coding",441,2025-12-04 20:24:00.000
66,"dialogue, conversational, chatgpt, dialog, gender",386,2025-12-04 20:24:00.000
67,"anomaly, anomaly detection, outlier, time series, unsupervised",482,2025-12-04 20:24:00.000
68,"physicsinformed, physicsinformed neural, differential equations, pdes, pde",547,2025-12-04 20:24:00.000
69,"segmentation, semantic segmentation, semantic, instance segmentation, instance",267,2025-12-04 20:24:00.000
70,"community, community detection, complex networks, centrality, communities",291,2025-12-04 20:24:00.000
71,"metamaterials, plasmonic, metamaterial, plasmon, surface",278,2025-12-04 20:24:00.000
72,"news, opinion, fake, misinformation, social",336,2025-12-04 20:24:00.000
73,"diffusion models, inverse problems, flow matching, diffusion model, masked diffusion",781,2025-12-04 20:24:00.000
74,"supernova, ia, sn, remnant, remnants",294,2025-12-04 20:24:00.000
75,"entanglement, multipartite, entangled, entanglement entropy, quantum",395,2025-12-04 20:24:00.000
76,"boseeinstein, condensates, bose, superfluid, condensate",283,2025-12-04 20:24:00.000
77,"neutron, neutron stars, star, stars, mergers",289,2025-12-04 20:24:00.000
78,"markov, matrices, random matrices, markov chains, chains",303,2025-12-04 20:24:00.000
79,"telescope, astronomy, astronomical, sky, observatory",271,2025-12-04 20:24:00.000
80,"detector, detectors, readout, liquid, silicon",294,2025-12-04 20:24:00.000
81,"knots, knot, links, braid, homology",320,2025-12-04 20:24:00.000
82,"materials, interatomic, potentials, additive manufacturing, manufacturing",424,2025-12-04 20:24:00.000
83,"remote sensing, remote, sensing, crop, plant",451,2025-12-04 20:24:00.000
84,"sentiment, summarization, sentiment analysis, topic, topic modeling",168,2025-12-04 20:24:00.000
